GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U7H001
"G36009709501001072","2020","NY","1000000US360979501001072","360979501001072","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1072","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","624327","0","1072","Block 1072","S","+42.4963318","-076.6976106","BK","99999",14
"G36009709501001073","2020","NY","1000000US360979501001073","360979501001073","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1073","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","46766","0","1073","Block 1073","S","+42.4935933","-076.6940859","BK","99999",28
"G36009709501001074","2020","NY","1000000US360979501001074","360979501001074","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1074","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","73703","0","1074","Block 1074","S","+42.4897857","-076.6946206","BK","99999",30
"G36009709501001075","2020","NY","1000000US360979501001075","360979501001075","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1075","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","84339","0","1075","Block 1075","S","+42.4869690","-076.6938342","BK","99999",5
"G36009709501001076","2020","NY","1000000US360979501001076","360979501001076","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1076","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","147070","0","1076","Block 1076","S","+42.4820528","-076.6938541","BK","99999",7
"G36009709501001077","2020","NY","1000000US360979501001077","360979501001077","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1077","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","302370","0","1077","Block 1077","S","+42.4761909","-076.7000602","BK","99999",28
"G36009709501001078","2020","NY","1000000US360979501001078","360979501001078","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1078","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","941084","0","1078","Block 1078","S","+42.4753430","-076.6955431","BK","99999",17
"G36009709501001079","2020","NY","1000000US360979501001079","360979501001079","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1079","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","456460","0","1079","Block 1079","S","+42.4664210","-076.6977675","BK","99999",17
"G36009709501001080","2020","NY","1000000US360979501001080","360979501001080","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1080","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","1541154","0","1080","Block 1080","S","+42.4582058","-076.6982601","BK","99999",37
"G36009709501001081","2020","NY","1000000US360979501001081","360979501001081","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1081","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","184898","0","1081","Block 1081","S","+42.4599398","-076.7072709","BK","99999",21
"G36009709501001082","2020","NY","1000000US360979501001082","360979501001082","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1082","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","1896011","0","1082","Block 1082","S","+42.4726427","-076.7065250","BK","99999",68
"G36009709501001083","2020","NY","1000000US360979501001083","360979501001083","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1083","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","3015240","5300","1083","Block 1083","S","+42.4668667","-076.7213514","BK","99999",60
"G36009709501001084","2020","NY","1000000US360979501001084","360979501001084","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1084","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","1637729","0","1084","Block 1084","S","+42.4643120","-076.7371628","BK","99999",13
"G36009709501001085","2020","NY","1000000US360979501001085","360979501001085","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1085","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","367565","0","1085","Block 1085","S","+42.4746350","-076.7355222","BK","99999",6
"G36009709501001086","2020","NY","1000000US360979501001086","360979501001086","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1086","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","237616","0","1086","Block 1086","S","+42.4589044","-076.7150996","BK","99999",23
"G36009709501001087","2020","NY","1000000US360979501001087","360979501001087","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1087","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","221823","0","1087","Block 1087","S","+42.4896936","-076.7101435","BK","99999",20
"G36009709501001088","2020","NY","1000000US360979501001088","360979501001088","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1088","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","884685","0","1088","Block 1088","S","+42.4638564","-076.7459626","BK","99999",23
"G36009709501001089","2020","NY","1000000US360979501001089","360979501001089","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1089","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","30240","02404","389305","0","1089","Block 1089","S","+42.4600069","-076.7513889","BK","99999",9
"G36009709501001090","2020","NY","1000000US360979501001090","360979501001090","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1090","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14818","99999","99999","30240","02404","947117","0","1090","Block 1090","S","+42.4581983","-076.7698242","BK","99999",15
"G36009709501001091","2020","NY","1000000US360979501001091","360979501001091","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1091","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14818","99999","99999","30240","02404","149304","0","1091","Block 1091","S","+42.4629817","-076.7733814","BK","99999",8
"G36009709501001092","2020","NY","1000000US360979501001092","360979501001092","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1092","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14818","99999","99999","30240","02404","152995","0","1092","Block 1092","S","+42.4597111","-076.7746810","BK","99999",3
"G36009709501001093","2020","NY","1000000US360979501001093","360979501001093","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1093","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","178841","0","1093","Block 1093","S","+42.5028360","-076.7102417","BK","99999",9
"G36009709501002000","2020","NY","1000000US360979501002000","360979501002000","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","2","2000","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000006","A","14841","99999","99999","22140","02404","181372","0","2000","Block 2000","S","+42.5424982","-076.7944078","BK","99999",0
"G36009709501002001","2020","NY","1000000US360979501002001","360979501002001","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","2","2001","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000006","A","14841","99999","99999","30240","02404","2053120","0","2001","Block 2001","S","+42.5354693","-076.8015493","BK","99999",0
